北京市房山区政府,http://czh.bjfsh.gov.cn/NewsList.asp?ClassID=21&ID=1698
北京市石景山区政府,http://www.bjsjs.gov.cn/xxgk/zfcg/zbgs/20140721/41191.shtml
内蒙古建设工程招标投标服务中心,http://www.nmgztb.com/Html/gongchengxinxi/zhaobiaogonggao/53137176585.htm
吉林省政府采购中心,http://www.jlszfcg.gov.cn/html/2014/7/21/2014-0449_B_1.html
内蒙古政府采购中心,http://www.nmgzfcg.gov.cn/web/news_play.asp?id=8491
北京市昌平区政府,http://cpcg.cpcz.gov.cn/CMS/bulletin/47bb772c-4de1-42af-8d15-59bcd7ae71c6.html
北京市门头沟区政府采购管理系统,http://mtgcgb.bjmtg.gov.cn/CMS/bulletin/40e1a558-ac4a-40b1-b70c-d1064173aea9.html
江苏省省级机关政府采购中心,http://218.94.38.180/pub/jssjjg/cgxx/cgfsqrgs/201407/t20140721_120253.html
上海市奉贤区政府,http://fxq.sh.gov.cn/shfx/GovInfoPub/ShowInfo.aspx?InfoID=40d661e0-87ec-483d-ae92-f089d8c4598e&CategoryNum=001012001002&DeptCode=001
上海市长宁区政府采购网,http://219.233.203.147:8808/egpis/jsp/pub/info/content/2014_07_21_16_15_50_960.html
上海市政府采购中心,http://www.shzfcg.gov.cn:8090/new_web/cjxx/center_gg_zb.jsp?code=1000012983&type=02
上海市浦东新区政府网,http://old.shpd-procurement.gov.cn/new/web/PopWindow/PopWindow.asp?id=33728
中共中央直属机关采购中心,http://zzcg.ccgp.gov.cn/zzcg/cgxx/jggg/webinfo/2014/07/1403854556362084.htm
北京市政府采购中心,http://www.bgpc.gov.cn//news/news/news_id/4138
河南省招标投标网,http://www.hnsztb.com.cn/zbxx/zhb758.html
山东工程建设信息网,http://www.sdjsxxw.com/lunwenckxx.asp?id=4606
吉林省建设信息网,http://cx.jljsw.com:8004/rxcreditsystem/announcements/zbgg_queryZbgg.do?skim=qy_skiming&zbgg.id=57491
上海市虹口区政府,http://xxgk.shhk.gov.cn/InfoPublicWeb/PublicInfoUI/PublicInfoDetailElse.aspx?Autonum=72109
安徽省公共资源招标投标服务中心,http://www.ahbidding.gov.cn/ahztb/InfoDetail/Default.aspx?InfoID=2a0a2e58-db8c-42c6-b3ae-9657085cf274&CategoryNum=004001001
甘肃省公共资源交易网,http://www.gsggzyjy.cn/InfoPage/ShowAnno.aspx?AnnoID=3611&UrlType=1
青海交通网,http://www.qhjt.gov.cn/zbtb/zbgs/2014/07/21/1405929187422.html
重庆市人民政府网,http://www.cq.gov.cn/publicinfo/web/views/Show!detail.action?sid=3910405
江苏省政府采购中心,http://www.ccgp-jiangsu.gov.cn:8081/frontweb2/petit_face/zbxm_news_show.jsp?bpnid=20140620180138&sort=4
广西壮族自治区公共资源交易中心,http://www.gxzbtb.cn/gxzbw/ZBGG_Detail.aspx?InfoID=622f2e8b-f87d-46a2-8b00-58a5e7a7c7ed&CategoryNum=001004004
安徽省政府采购中心,http://cgzx.ahzfcg.gov.cn/view/staticpags/scjgg/ff808081473109b10147585f69c20144.html
广西壮族自治区政府采购中心,http://www.gxgp.gov.cn/zbjz/7490.htm
甘肃省招标中心,http://www.gansubidding.com/Info/ShowBidInfo2894.html
新疆维吾尔自治区信息网,http://www.xj.cei.gov.cn/index3.jsp?urltype=news.NewsContentUrl&wbnewsid=262764&wbtreeid=10856
广西招标网,http://www.guangxibid.com.cn/bidview-7083.aspx
安徽省建设工程招标投标信息网,http://www.act.org.cn/Article.Asp?Pid=252&id=11524
湖南省省直机关政府采购中心,http://www.hncg.gov.cn/index/index!getNewsContent.action?id=2211
北京市财政局,http://www.bjcz.gov.cn/zfcg/cggg/cjjggg/t20140721_485915.htm
上海市金山区政府,http://zfcg.jinshan.gov.cn/jscg/cggg/bulletin_desc.jsp?code=1000002812
北京市海淀区财政局,http://www.hdzfcg.gov.cn/hdcgweb/shownews.doo?newsid=149396
天津招标投标网,http://www.tjztb.gov.cn/zbgg1/201407/t20140721_51369.shtml
北京市朝阳区政府采购网,http://cg.bjchy.gov.cn:16800/cyfb/msg/tender.do?method=show&pid=3212093
中国山西政府采购网,http://www.ccgp-shanxi.gov.cn/view.php?nid=90012
河北省省级政府采购中心,http://procurement.he.cninfo.net/public/show.jsp?id=20140721113300
青海政府采购信息网,http://www.ccgp-qinghai.gov.cn/news.jsp?id=20140721115235AjbBNdJJUKWibhIWig
宁夏回族自治区政府采购中心,http://www.ccgp-ningxia.gov.cn/iezcBulletinAction.public?p=publicForBrowseBulletin&ID=5BFC459B0944902A2605AB201A27ACE5435B&systemType=Z
甘肃政府采购网,http://www.ccgp-gansu.gov.cn/web/138/200383.html
山西省招投标网,http://www.sxbid.com.cn/ShowContent.action?content.contentId=259572
云南省公共资源交易中心网,http://www.ynggzy.com/bulletin.do?method=showbulletin&bulletin_id=53000023243
浙江政府采购网,http://www.zjzfcg.gov.cn/new/sxzbcjgg/496580.html
宁夏回族自治区公共资源交易中心,http://www.nxzfcg.gov.cn/article.aspx?type=10&index=10170
宁夏回族自治区建设工程招标中心,http://www.nxzb.com.cn/SiteAcl.srv?id=19968&publicstr=gc&mode=query&z.id=30000380908&z.idrela==
黑龙江省政府采购信息网,http://www.hljcg.gov.cn/hljcg/main/news_content.jsp?type=3&rowid=AAAHZjAALAALAN3AAJ
吉林省公共资源交易信息网,http://ggzyjy.jl.gov.cn/JiLinZtb/infodetail/?infoid=a1db284e-a48f-46f4-8cb1-6f27c479133b
福建省政府采购网,http://www.ccgp-fujian.gov.cn/Article.cfm?id=325476&caidan=分散采购公告&level=province&yqgg=0
广东省建设工程交易中心,http://www.gdzbtb.gov.cn/zbhxrgsbd/201407/t20140718_250666.htm
广西住房和城乡建设厅网,http://www.gxcic.net/ztb/showztb.aspx?ZGZbggID=71974
贵州省政府采购网,http://www.ccgp-guizhou.gov.cn/html/319/47441
青海经济信息网,http://www.qhei.gov.cn/zbycg/cggg/201407/t20140722_585872.shtml
上海市青浦区政府网,http://202.109.115.167/net/news_show.jsp?id=10001321
天津建设工程信息网,http://www.tjconstruct.cn/shchxt/tonggao.doc/new/../epr_zbgg/2014/ZBGG0304[2014]0702.htm
上海市静安区政府,http://zfcg.jingan.gov.cn/cjxx/center_gg.jsp?code=1000001912&type=01
安徽省政府采购网,http://www.ahzfcg.gov.cn/news/2014-07/6d9edcb2-4399-422c-92e2-22329fe16061.html
中央政府采购网,http://www.zycg.gov.cn/article/wsjj_show/246246
北京市工程建设交易信息网,http://www.bcactc.com/home/gcxx/jlzbgs_show.aspx?gcbh=11010520140366
陕西省公共资源交易中心,http://www.ylggzyjy.cn/jiaoyixinxigonggao/View.aspx?id=1401
天津市政府采购网,http://www.tjgp.gov.cn/index!newsInfo?newsId=68070
云南省公共资源交易信息（平台）网,http://www.ynggzyxx.com/bulletin.do?method=show&bulletin_id=53000023249
四川省公共资源交易服务中心,http://www.spprec.com/sichuan/InfoDetail/Default.aspx?InfoID=162fd051-0a16-41f7-8e67-3ffb3478dcb8&CategoryNum=004001003
云南省政府采购网,http://www.yngp.com/yngpimp/bulletin_zz.do?method=showBulletin&bulletin_id=-36a334a1.1475b9f1473.-7fe5
海南省人民政府网,http://mof.hainan.gov.cn/czt/zwxx/zfcg/cjgg/201407/t20140722_1327350.html
上海市普陀区政府网,http://www.ptq.sh.gov.cn/gb/n6132/n6134/n6142/n6638/n6653/u1ai114154.html
重庆市建设工程信息网,http://www1.cqjsxx.com/webcqjg/GcxxFolder/zhongbiaoshow.aspx?CheckID=500237201406250011401&CheckPN=3b636c0b57194897855c194491d8ba1e
浙江招标投标网,http://www.zjbid.cn/zjwz/InfoDetail/Default.aspx?InfoID=b315012c-4d5b-408d-afda-62e298fbbba4&CategoryNum=001001005
江苏省建设工程招标网,http://www.jszb.com.cn/jszb/YW_info/ZhongBiaoGS/ViewGSDetail.aspx?RowID=416543&categoryNum=012&siteid=1
北京市招投标服务平台,http://www.bjztb.gov.cn/zbjg/201407/t7998520.htm
上海市闵行区政府,http://ztb.shmh.gov.cn/mhztb_site/html/shmhztb_subject/shmhztb_subject_zfcg_jggg/2014-07-22/Detail_84647.htm
重庆市政府采购网,http://www.cqgp.gov.cn/portal/documentView.do?method=view&id=929117
河南省政府采购网,http://www.ccgp-henan.gov.cn/henan/cgxx/cggg/webinfo/2014/07/22/1404194019423589.htm
贵州省政府招投标网,http://www.gzzbw.cn/html/zbgg/zbgs/2014/0722/131005.html
西藏自治区住房和城乡建设网,http://www.xzcs.gov.cn/zhbgg/9217.jhtml
江苏政府采购网,http://www.ccgp-jiangsu.gov.cn/pub/jszfcg/zbxx/cgxxgg/gz/201407/t20140722_120269.html
陕西省建设工程招标平台,http://www.sxszbb.com/sxztb/InfoDetail/Default.aspx?InfoID=a91631eb-1092-469e-b89a-8d7c3029e12a&CategoryNum=001001
